4170 55147
668 99 0.06276150627615062
99 2124 0.014492753623188406
2124 221 0.22727272727272727
2116 161 0.058823529411764705
319 1360 0.022573363431151242
2116 24 0.17647058823529413
2116 880 0.058823529411764705
880 1731 0.006666666666666667
2116 746 0.17647058823529413
559 803 0.01639344262295082
803 749 0.017543859649122806
559 733 0.04918032786885246
559 1103 0.06557377049180328
643 111 0.06779661016949153
559 1672 0.01639344262295082
1672 410 0.03508771929824561
559 212 0.06557377049180328
39 1672 0.0002431788337143135
39 1548 0.0001459073002285881
1548 39 0.06451612903225806
39 2125 4.86357667428627e-05
2125 39 0.15789473684210525
421 397 0.022321428571428572
6 1310 0.001083815028901734
532 623 0.007716049382716049
660 1796 0.1557377049180328
559 304 0.16393442622950818
824 39 0.0625
39 882 0.0005349934341714897
39 33 0.0003890861339429016
33 1470 0.031578947368421054
1470 1796 0.20833333333333334
432 1796 0.022280471821756225
660 2126 0.09836065573770492
2126 1796 0.125
559 744 0.01639344262295082
744 439 0.025423728813559324
660 39 0.07377049180327869
39 1796 9.72715334857254e-05
440 664 0.0006195786864931846
559 557 0.04918032786885246
557 1794 0.00911854103343465
1794 39 0.03571428571428571
39 1794 9.72715334857254e-05
1794 432 0.03571428571428571
807 430 0.01927710843373494
304 91 0.011527377521613832
91 2127 0.015748031496062992
2127 430 0.07142857142857142
304 42 0.01440922190201729
559 1548 0.03278688524590164
503 1731 0.008869179600886918
1103 132 0.12213740458015267
132 1273 0.02040816326530612
1273 39 0.08333333333333333
1235 728 0.1323529411764706
123 2128 0.008791208791208791
702 2128 0.007352941176470588
559 421 0.01639344262295082
421 357 0.013392857142857142
357 126 0.061068702290076333
644 115 0.375
115 157 0.013422818791946308
4 289 0.005372217958557176
289 884 0.14285714285714285
884 2129 0.03133903133903134
2129 2130 0.05555555555555555
532 1889 0.0030864197530864196
1889 39 0.07741935483870968
39 793 0.0004377219006857643
793 1889 0.05172413793103448
91 28 0.031496062992125984
28 656 0.05952380952380952
39 690 9.72715334857254e-05
1103 1132 0.03816793893129771
1132 638 0.06741573033707865
638 651 0.007142857142857143
651 295 0.2112676056338028
296 1403 0.014084507042253521
39 2131 0.0002431788337143135
2131 754 0.20833333333333334
413 1290 0.03773584905660377
205 1767 0.08823529411764706
121 2132 0.08571428571428572
2132 1072 0.017543859649122806
1072 532 0.2111111111111111
407 218 0.006071118820468344
121 139 0.02857142857142857
39 2132 0.0005349934341714897
2132 86 0.06140350877192982
70 2133 0.017361111111111112
2132 85 0.23684210526315788
471 1362 0.0288135593220339
121 1236 0.02857142857142857
407 242 0.026019080659150044
440 944 0.0037174721189591076
1174 1499 0.10429447852760736
1499 2134 0.16216216216216217
121 819 0.047619047619047616
39 2135 0.0003404503672000389
2135 39 0.4117647058823529
373 956 0.009615384615384616
956 39 0.13636363636363635
39 228 0.0017022518360001945
720 2136 0.13559322033898305
2136 39 0.3333333333333333
39 2136 4.86357667428627e-05
242 421 0.050059594755661505
1821 39 0.13043478260869565
416 39 0.03734439834024896
2132 846 0.03508771929824561
1596 2137 0.0975609756097561
2137 944 0.058823529411764705
2132 634 0.03508771929824561
634 1174 0.058823529411764705
121 2138 0.01904761904761905
2138 1104 0.1
2132 161 0.03508771929824561
161 634 0.006545454545454545
634 473 0.13071895424836602
121 546 0.09523809523809523
741 420 0.022222222222222223
511 989 0.0160857908847185
989 39 0.16666666666666666
39 1726 9.72715334857254e-05
1726 39 0.3333333333333333
39 512 0.0005836292009143524
512 1222 0.0963855421686747
121 257 0.0380952380952381
39 258 0.0004377219006857643
258 511 0.038834951456310676
511 1430 0.029490616621983913
2132 12 0.09649122807017543
12 416 0.07960893854748603
209 208 0.03389830508474576
208 503 0.019762845849802372
209 9 0.06779661016949153
43 2139 0.02336448598130841
2139 2140 0.2
2140 466 0.07317073170731707
466 301 0.08333333333333333
1085 2141 0.13793103448275862
2141 2142 0.12
2142 39 0.044444444444444446
209 24 0.01694915254237288
24 1398 0.0015787099684258007
209 6 0.05084745762711865
776 242 0.03424657534246575
562 70 0.041884816753926704
562 31 0.020942408376963352
39 719 0.0002918146004571762
719 39 0.09302325581395349
1092 39 0.06111111111111111
39 713 0.0002918146004571762
475 441 0.01904761904761905
39 665 0.0002431788337143135
665 2143 0.07246376811594203
70 14 0.022569444444444444
824 2143 0.109375
562 651 0.010471204188481676
171 6 0.01192504258943782
13 966 0.031914893617021274
966 584 0.0449438202247191
1112 112 0.005405405405405406
112 1396 0.02127659574468085
1396 39 0.10869565217391304
39 1113 0.0001459073002285881
1113 39 0.11538461538461539
39 1542 0.0001945430669714508
1542 39 0.08139534883720931
39 1187 0.0001459073002285881
1187 157 0.07228915662650602
157 774 0.07171314741035857
774 767 0.05454545454545454
562 24 0.059336823734729496
878 774 0.05
966 13 0.0449438202247191
148 147 0.058333333333333334
147 39 0.05511811023622047
39 1764 0.0008754438013715287
57 576 0.009689922480620155
1528 1711 0.14285714285714285
1711 766 0.11538461538461539
562 2144 0.06457242582897033
2144 568 0.09259259259259259
568 24 0.06702412868632708
715 2145 0.13157894736842105
2145 767 0.1
562 57 0.017452006980802792
562 2146 0.0506108202443281
2146 2144 0.08888888888888889
2144 39 0.12962962962962962
1174 966 0.024539877300613498
13 2147 0.005319148936170213
2147 1542 0.10869565217391304
1112 1417 0.03783783783783784
1417 1761 0.025
1761 1117 0.07692307692307693
1117 178 0.0051813471502590676
528 715 0.015873015873015872
284 744 0.0013568521031207597
1873 911 0.022727272727272728
562 1093 0.031413612565445025
1093 568 0.08196721311475409
568 632 0.00938337801608579
632 911 0.026737967914438502
245 1667 0.05042016806722689
1667 1271 0.029850746268656716
1271 707 0.01875
924 923 0.20300751879699247
562 568 0.02443280977312391
284 184 0.0067842605156037995
2148 15 0.65625
1892 301 0.06666666666666667
814 440 0.04065040650406504
15 689 0.009655172413793104
689 39 0.08139534883720931
39 1085 0.0004377219006857643
1085 301 0.04597701149425287
15 306 0.001379310344827586
306 39 0.07407407407407407
105 64 0.07746478873239436
64 395 0.00628140703517588
395 19 0.125
2148 437 0.125
311 171 0.027586206896551724
2148 76 0.125
15 1085 0.006896551724137931
1085 1892 0.017241379310344827
15 793 0.002758620689655172
793 487 0.06896551724137931
487 794 0.10245901639344263
2148 2149 0.03125
2149 1181 0.06896551724137931
1181 790 0.031914893617021274
790 794 0.22
15 468 0.005517241379310344
468 794 0.01694915254237288
6 349 0.001083815028901734
437 2150 0.005128205128205128
2150 170 0.02702702702702703
155 128 0.08571428571428572
127 522 0.05555555555555555
522 114 0.030303030303030304
114 2151 0.1891891891891892
437 1178 0.005128205128205128
1178 1131 0.02247191011235955
136 114 0.23300970873786409
114 39 0.02702702702702703
39 2151 9.72715334857254e-05
15 2152 0.008275862068965517
2152 1093 0.058823529411764705
1093 2153 0.02459016393442623
2153 114 0.25
15 397 0.005517241379310344
81 128 0.011532125205930808
2148 2154 0.0625
2154 340 0.16666666666666666
340 527 0.010893246187363835
65 2155 0.003553976010661928
363 65 0.007177033492822967
541 490 0.03773584905660377
1075 106 0.02702702702702703
961 2156 0.010416666666666666
2156 39 0.25
632 75 0.016042780748663103
2015 2157 0.2916666666666667
1510 35 0.03296703296703297
54 414 0.03773584905660377
414 526 0.01721170395869191
1510 502 0.0695970695970696
1510 303 0.09523809523809523
303 17 0.0030959752321981426
1510 1099 0.02197802197802198
65 384 0.007552199022656597
1510 162 0.05128205128205128
571 17 0.04878048780487805
1510 408 0.007326007326007326
408 886 0.0045045045045045045
886 110 0.0058823529411764705
903 9 0.1282051282051282
9 307 0.005063291139240506
307 619 0.03305785123966942
619 471 0.00510204081632653
611 80 0.015217391304347827
80 306 0.01775147928994083
306 178 0.04938271604938271
178 471 0.007662835249042145
1510 416 0.01098901098901099
397 323 0.006015037593984963
1510 1100 0.07692307692307693
1100 39 0.175
410 489 0.014769765421372719
1510 846 0.04395604395604396
846 1240 0.0059031877213695395
1240 323 0.03225806451612903
303 807 0.001805985552115583
807 39 0.04819277108433735
416 178 0.008298755186721992
178 2158 0.004789272030651341
2158 489 0.16666666666666666
729 323 0.015384615384615385
39 618 9.72715334857254e-05
618 39 0.3125
39 2149 0.0001945430669714508
2149 39 0.13793103448275862
39 2159 9.72715334857254e-05
2159 39 0.21739130434782608
2149 308 0.27586206896551724
2131 39 0.20833333333333334
39 2160 4.86357667428627e-05
2160 39 0.047619047619047616
675 39 0.20833333333333334
39 679 9.72715334857254e-05
679 39 0.03125
39 2161 9.72715334857254e-05
2161 39 0.16666666666666666
15 2162 0.015172413793103448
2162 39 0.058823529411764705
1181 39 0.07446808510638298
39 1892 0.0007295365011429405
502 108 0.0176678445229682
108 39 0.049891540130151846
39 108 0.0012158941685715674
1029 441 0.0196078431372549
441 33 0.030100334448160536
33 1029 0.08421052631578947
1029 438 0.058823529411764705
438 33 0.02666666666666667
438 341 0.013333333333333334
341 299 0.07692307692307693
812 1569 0.05319148936170213
1760 1580 0.06060606060606061
1580 9 0.07751937984496124
9 678 0.004602991944764097
678 807 0.020833333333333332
807 1580 0.02650602409638554
1615 723 0.02564102564102564
1510 2163 0.05128205128205128
2163 39 0.10810810810810811
39 1041 4.86357667428627e-05
1041 39 0.06557377049180328
1271 445 0.0875
445 1591 0.3870967741935484
1591 218 0.2127659574468085
1099 2164 0.023809523809523808
2164 470 0.07142857142857142
39 885 0.0001459073002285881
885 9 0.125
1510 934 0.03296703296703297
934 111 0.028901734104046242
111 1855 0.024096385542168676
1855 1112 0.03076923076923077
502 1115 0.0176678445229682
303 519 0.00025799793601651185
519 569 0.06666666666666667
39 846 0.0025290598706288604
846 1781 0.004722550177095631
1781 584 0.041237113402061855
303 427 0.003869969040247678
427 65 0.04504504504504504
502 232 0.028268551236749116
1099 1316 0.09523809523809523
1316 232 0.17857142857142858
1099 64 0.023809523809523808
1117 65 0.06217616580310881
1099 880 0.09523809523809523
1099 1408 0.023809523809523808
934 1375 0.005780346820809248
1375 65 0.03614457831325301
111 1543 0.01606425702811245
490 1115 0.01384083044982699
934 440 0.03468208092485549
1510 598 0.014652014652014652
347 6 0.017684887459807074
1510 228 0.01098901098901099
23 1642 0.002177463255307567
1100 24 0.075
934 133 0.05202312138728324
132 296 0.007653061224489796
651 1051 0.08450704225352113
195 39 0.038869257950530034
1510 555 0.003663003663003663
555 374 0.047619047619047616
1510 407 0.047619047619047616
407 734 0.013876843018213356
1510 743 0.08424908424908426
743 2119 0.005434782608695652
2119 928 0.04
928 1958 0.057971014492753624
1958 929 0.05454545454545454
929 1062 0.08771929824561403
1062 422 0.1320754716981132
422 2165 0.04006410256410257
2165 2166 0.23333333333333334
2166 2167 0.29411764705882354
421 539 0.013392857142857142
539 2166 0.08571428571428572
130 28 0.02040816326530612
303 2168 0.00025799793601651185
1079 1637 0.05
1637 611 0.03731343283582089
611 487 0.05434782608695652
487 1270 0.045081967213114756
1079 6 0.08333333333333333
410 487 0.009556907037358819
487 2169 0.07377049180327869
2169 39 0.08
39 1270 4.86357667428627e-05
841 30 0.017857142857142856
30 409 0.014035087719298246
841 1134 0.07142857142857142
1134 14 0.07407407407407407
14 68 0.016260162601626018
669 42 0.04054054054054054
526 384 0.028169014084507043
384 42 0.034759358288770054
526 108 0.014084507042253521
108 705 0.008676789587852495
705 18 0.1111111111111111
841 909 0.044642857142857144
909 621 0.015151515151515152
621 819 0.012048192771084338
30 131 0.0035087719298245615
593 25 0.09375
25 1335 0.01383399209486166
1335 955 0.1044776119402985
841 2040 0.026785714285714284
39 593 9.72715334857254e-05
593 460 0.03125
460 1335 0.010967098703888335
1335 1537 0.08955223880597014
593 24 0.125
841 29 0.0625
39 977 0.0002918146004571762
977 60 0.13829787234042554
60 2170 0.009113504556752278
15 1889 0.004137931034482759
1889 60 0.08387096774193549
841 622 0.07142857142857142
622 381 0.1553398058252427
12 1315 0.02653631284916201
1315 60 0.10869565217391304
622 65 0.08737864077669903
66 2171 0.05918367346938776
593 57 0.125
1134 660 0.25925925925925924
660 2172 0.08196721311475409
2172 2173 0.13043478260869565
2173 1419 0.043478260869565216
1419 236 0.11764705882352941
81 2174 0.006589785831960461
2174 3 0.1
329 201 0.0425531914893617
593 2175 0.03125
2175 234 0.14285714285714285
39 898 0.0006809007344000778
898 36 0.06763285024154589
39 1018 9.72715334857254e-05
34 1559 0.02100840336134454
1559 2176 0.029411764705882353
2176 1018 0.05
2177 1360 0.5454545454545454
1882 2178 0.37209302325581395
2178 568 0.37037037037037035
1115 877 0.002840909090909091
57 2179 0.003875968992248062
2179 39 0.25
188 880 0.21428571428571427
880 885 0.08888888888888889
885 877 0.10416666666666667
2177 272 0.36363636363636365
39 877 4.86357667428627e-05
1795 86 0.03125
86 232 0.002157497303128371
687 65 0.13513513513513514
1857 663 0.053763440860215055
663 24 0.16666666666666666
2177 1139 0.09090909090909091
1139 162 0.12048192771084337
571 470 0.024390243902439025
785 1112 0.018796992481203006
1112 9 0.016216216216216217
277 2180 0.15384615384615385
2180 398 0.2641509433962264
398 309 0.007936507936507936
795 6 0.20833333333333334
399 88 0.10778443113772455
3 1379 0.008641975308641974
1379 416 0.32558139534883723
156 154 0.028423772609819122
1202 1286 0.18518518518518517
1286 236 0.2222222222222222
236 399 0.011857707509881422
399 1325 0.017964071856287425
85 289 0.003104625892579944
289 135 0.047619047619047616
135 377 0.047619047619047616
1009 393 0.017241379310344827
393 2181 0.056338028169014086
2181 556 0.05263157894736842
1979 2182 0.12
2182 86 0.06896551724137931
86 213 0.017259978425026967
799 2183 0.045454545454545456
1607 2183 0.027586206896551724
395 39 0.025
44 108 0.0311284046692607
39 2184 9.72715334857254e-05
409 2185 0.011933174224343675
415 1121 0.022151898734177215
1121 2186 0.010752688172043012
2187 1375 0.5
1375 557 0.024096385542168676
557 819 0.02127659574468085
602 139 0.10638297872340426
2187 24 0.5
105 490 0.06338028169014084
490 534 0.01730103806228374
534 645 0.004672897196261682
490 1855 0.01384083044982699
1855 493 0.09230769230769231
105 477 0.056338028169014086
477 72 0.05194805194805195
72 243 0.12389380530973451
243 125 0.02188782489740082
1207 259 0.0379746835443038
739 123 0.13777777777777778
536 890 0.014150943396226415
890 126 0.13333333333333333
140 518 0.016339869281045753
477 121 0.05194805194805195
121 357 0.01904761904761905
305 396 0.034722222222222224
496 534 0.045454545454545456
532 494 0.043209876543209874
53 247 0.019777503090234856
105 18 0.028169014084507043
18 893 0.0063025210084033615
893 58 0.02040816326530612
58 922 0.1323529411764706
1075 962 0.1891891891891892
962 2188 0.018518518518518517
21 2188 0.023114355231143552
1054 147 0.025477707006369428
147 21 0.2283464566929134
9 60 0.0009205983889528193
60 2189 0.0024855012427506215
123 2114 0.013186813186813187
1258 303 0.058823529411764705
1258 726 0.04411764705882353
726 384 0.02531645569620253
384 15 0.07754010695187166
1258 242 0.058823529411764705
1258 2190 0.07352941176470588
2190 400 0.05555555555555555
1258 772 0.07352941176470588
407 121 0.003469210754553339
1258 25 0.029411764705882353
1258 64 0.029411764705882353
406 540 0.04666666666666667
261 760 0.008064516129032258
530 402 0.0213857998289136
1258 1441 0.029411764705882353
1425 842 0.05
1258 50 0.058823529411764705
1258 419 0.04411764705882353
39 1441 9.72715334857254e-05
1441 39 0.18421052631578946
1258 907 0.014705882352941176
907 1826 0.034482758620689655
1826 152 0.047619047619047616
400 2191 0.0043541364296081275
1258 2019 0.014705882352941176
2019 6 0.3888888888888889
368 2192 0.16129032258064516
418 6 0.029411764705882353
6 1181 0.001083815028901734
85 997 0.0024837007140639552
1258 776 0.014705882352941176
1046 557 0.04375
557 2193 0.03343465045592705
1917 2194 0.1590909090909091
1258 838 0.029411764705882353
838 421 0.061371841155234655
421 419 0.022321428571428572
2174 39 0.2
39 293 0.0005836292009143524
218 289 0.006418485237483954
39 289 0.0005349934341714897
289 915 0.031746031746031744
915 225 0.05714285714285714
225 2195 0.0038314176245210726
726 2196 0.10126582278481013
2196 218 0.45
218 2195 0.010269576379974325
59 508 0.0013227513227513227
416 1834 0.006224066390041493
1834 1380 0.10810810810810811
1882 1813 0.11627906976744186
1813 39 0.38095238095238093
39 2178 0.0002918146004571762
568 588 0.012064343163538873
39 645 0.0001945430669714508
645 416 0.025423728813559324
416 1380 0.007261410788381743
2178 2197 0.1111111111111111
2197 1459 0.4444444444444444
1459 187 0.057692307692307696
187 17 0.006521739130434782
88 884 0.02029769959404601
303 2198 0.0020639834881320948
2198 2199 0.038461538461538464
2199 1899 0.08333333333333333
53 1794 0.004944375772558714
1794 24 0.14285714285714285
1459 2200 0.038461538461538464
2200 416 0.3125
416 24 0.04253112033195021
1227 2201 0.06779661016949153
595 242 0.09090909090909091
342 487 0.0013869625520110957
487 76 0.01639344262295082
595 234 0.12727272727272726
6 1122 0.006502890173410405
595 440 0.05454545454545454
440 726 0.0030978934324659233
726 568 0.0379746835443038
595 443 0.03636363636363636
257 123 0.05555555555555555
39 2202 0.0001945430669714508
2202 368 0.024390243902439025
368 1802 0.06451612903225806
1802 2203 0.04081632653061224
2203 2204 0.1
6 2204 0.0032514450867052024
39 1039 0.0002431788337143135
296 2055 0.03169014084507042
2055 39 0.038461538461538464
39 926 0.0003404503672000389
6 2205 0.002167630057803468
44 2206 0.0311284046692607
234 1906 0.002197802197802198
1906 2206 0.23728813559322035
52 1732 0.07272727272727272
1732 39 0.06666666666666667
39 884 0.0008268080346286659
884 2207 0.005698005698005698
39 694 0.0003404503672000389
694 30 0.021897810218978103
812 2208 0.10283687943262411
555 552 0.19047619047619047
595 521 0.07272727272727272
217 552 0.011764705882352941
109 1656 0.04
1656 1162 0.01
1162 1276 0.041666666666666664
109 1512 0.2
1512 178 0.12698412698412698
109 489 0.04
489 178 0.06
109 1912 0.08
109 973 0.12
973 493 0.0625
493 24 0.04093567251461988
493 20 0.017543859649122806
109 606 0.08
109 2209 0.04
2209 2210 0.2857142857142857
2210 24 0.5
973 577 0.03571428571428571
109 1650 0.04
1650 44 0.2702702702702703
44 24 0.058365758754863814
607 734 0.045454545454545456
109 476 0.04
476 59 0.09055118110236221
1704 64 0.07142857142857142
1704 310 0.03571428571428571
1704 6 0.17857142857142858
6 2211 0.001445086705202312
1704 197 0.03571428571428571
197 24 0.013986013986013986
39 452 0.000486357667428627
1704 4 0.03571428571428571
4 293 0.00844205679201842
1704 2212 0.03571428571428571
2212 152 0.10526315789473684
1052 1884 0.021739130434782608
1884 1715 0.045454545454545456
1920 17 0.3333333333333333
223 86 0.018518518518518517
526 17 0.11267605633802817
88 1277 0.02435723951285521
1277 86 0.019138755980861243
17 177 0.06150061500615006
526 690 0.014084507042253521
690 86 0.020833333333333332
526 29 0.02112676056338028
526 625 0.007042253521126761
625 24 0.1
526 234 0.035211267605633804
526 1670 0.014084507042253521
1095 39 0.06896551724137931
39 353 0.0001459073002285881
353 39 0.031746031746031744
353 753 0.1746031746031746
752 2213 0.04504504504504504
1510 2213 0.03296703296703297
526 36 0.028169014084507043
694 1443 0.014598540145985401
1443 39 0.038461538461538464
17 1293 0.008610086100861008
526 1567 0.007042253521126761
17 1210 0.0012300123001230013
1210 839 0.05747126436781609
839 11 0.061224489795918366
11 2214 0.12307692307692308
17 568 0.0024600246002460025
568 1865 0.002680965147453083
1865 70 0.02
118 2215 0.03048780487804878
2215 39 0.15151515151515152
119 2216 0.19047619047619047
526 1829 0.02112676056338028
1829 2217 0.03333333333333333
694 508 0.051094890510948905
508 1488 0.08727272727272728
1488 504 0.007633587786259542
504 2218 0.026717557251908396
2219 420 0.024390243902439025
420 39 0.056338028169014086
2219 204 0.04878048780487805
204 901 0.14285714285714285
901 1146 0.0891089108910891
2219 1513 0.04878048780487805
1513 420 0.01694915254237288
37 74 0.04263565891472868
74 133 0.08135593220338982
2219 1020 0.12195121951219512
1513 203 0.13559322033898305
203 74 0.010526315789473684
2219 42 0.024390243902439025
42 363 0.0028735632183908046
204 905 0.031746031746031744
905 24 0.061224489795918366
2219 76 0.07317073170731707
76 264 0.0015267175572519084
587 1432 0.014285714285714285
846 1128 0.02243211334120425
2219 611 0.07317073170731707
2219 177 0.0975609756097561
382 178 0.015384615384615385
1174 424 0.03680981595092025
424 1019 0.10101010101010101
2219 288 0.04878048780487805
288 81 0.027722772277227723
1020 1088 0.20408163265306123
1088 48 0.20610687022900764
48 394 0.021621621621621623
394 50 0.021739130434782608
39 424 0.000486357667428627
2219 1125 0.024390243902439025
1125 724 0.023391812865497075
2219 406 0.04878048780487805
2219 1701 0.024390243902439025
1701 1517 0.16
1517 546 0.07352941176470588
611 2220 0.006521739130434782
2219 829 0.04878048780487805
829 39 0.022598870056497175
18 2084 0.014705882352941176
2084 400 0.058823529411764705
1238 403 0.2682926829268293
403 1822 0.2696629213483146
24 2221 0.0022552999548940008
2221 2222 0.02631578947368421
2222 1087 0.125
1087 1822 0.09195402298850575
2219 310 0.024390243902439025
310 688 0.0211864406779661
688 403 0.04938271604938271
2219 219 0.024390243902439025
219 2223 0.006896551724137931
2223 1373 0.18181818181818182
1373 2224 0.09302325581395349
2224 1968 0.11764705882352941
1968 2225 0.07692307692307693
385 1096 0.011538461538461539
1096 1393 0.02666666666666667
1393 168 0.043478260869565216
53 1558 0.014833127317676144
1558 453 0.18181818181818182
508 568 0.007272727272727273
508 558 0.01090909090909091
558 551 0.01282051282051282
410 979 0.004344048653344918
24 64 0.004623364907532702
508 583 0.014545454545454545
583 303 0.027522935779816515
508 502 0.025454545454545455
502 1489 0.0035335689045936395
568 939 0.00938337801608579
939 21 0.008960573476702509
21 2226 0.010948905109489052
508 25 0.014545454545454545
1488 888 0.06870229007633588
502 845 0.014134275618374558
495 323 0.07692307692307693
195 24 0.04946996466431095
195 844 0.06007067137809187
844 440 0.34146341463414637
1498 1376 0.06060606060606061
195 564 0.007067137809187279
564 42 0.0775
195 68 0.007067137809187279
195 2202 0.0035335689045936395
2202 39 0.12195121951219512
39 609 4.86357667428627e-05
791 383 0.16326530612244897
383 9 0.0449438202247191
288 1423 0.009900990099009901
195 1474 0.0035335689045936395
1474 1423 0.034482758620689655
195 1423 0.0035335689045936395
195 611 0.014134275618374558
611 1423 0.021739130434782608
195 845 0.0353356890459364
845 558 0.22448979591836735
1376 773 0.10526315789473684
773 6 0.21052631578947367
195 411 0.0035335689045936395
411 352 0.01020408163265306
352 892 0.03305785123966942
1498 2227 0.12121212121212122
2227 212 0.125
1498 1464 0.2828282828282828
1376 39 0.1368421052631579
39 1498 0.0003890861339429016
1216 39 0.17391304347826086
39 844 9.72715334857254e-05
195 645 0.007067137809187279
645 886 0.01694915254237288
195 400 0.007067137809187279
400 2085 0.008708272859216255
2085 1104 0.11764705882352941
195 395 0.007067137809187279
773 1376 0.10526315789473684
298 1376 0.05
1376 722 0.010526315789473684
722 281 0.13333333333333333
281 625 0.0377906976744186
893 608 0.09693877551020408
195 414 0.01060070671378092
844 39 0.04878048780487805
1308 608 0.016129032258064516
608 39 0.08076923076923077
39 1376 0.0002918146004571762
39 2227 9.72715334857254e-05
2227 6 0.4583333333333333
39 1958 0.0002431788337143135
1958 838 0.01818181818181818
1498 892 0.020202020202020204
892 840 0.0219435736677116
840 418 0.04020100502512563
558 1498 0.01282051282051282
195 192 0.0035335689045936395
192 210 0.017094017094017096
39 1308 0.0002431788337143135
1376 1219 0.042105263157894736
1219 6 0.19047619047619047
195 792 0.03180212014134275
792 1377 0.006535947712418301
1377 71 0.03296703296703297
71 60 0.05128205128205128
440 893 0.0030978934324659233
893 892 0.01020408163265306
58 39 0.058823529411764705
195 565 0.007067137809187279
565 210 0.08241758241758242
21 2228 0.010948905109489052
845 1958 0.02040816326530612
1958 1445 0.03636363636363636
1445 2229 0.2
2229 2230 0.034482758620689655
232 2231 0.004069767441860465
2231 788 0.12121212121212122
788 105 0.022222222222222223
405 2232 0.0014792899408284023
2232 1087 0.05
830 829 0.07142857142857142
232 9 0.007558139534883721
6 371 0.007586705202312138
371 1217 0.10679611650485436
186 111 0.03811659192825112
111 642 0.03614457831325301
634 46 0.09803921568627451
123 2233 0.015384615384615385
232 1782 0.004651162790697674
232 138 0.009883720930232558
232 207 0.0005813953488372093
232 1408 0.030813953488372094
183 147 0.014084507042253521
1586 2234 0.01812688821752266
2234 1190 0.047619047619047616
1190 4 0.020833333333333332
232 293 0.018604651162790697
293 9 0.035555555555555556
232 1000 0.0017441860465116279
1000 504 0.033783783783783786
232 309 0.0017441860465116279
177 1190 0.0011494252873563218
1146 504 0.145985401459854
186 504 0.020179372197309416
435 1353 0.040229885057471264
1353 570 0.031746031746031744
570 369 0.03278688524590164
369 302 0.019762845849802372
302 1020 0.028169014084507043
1020 477 0.08163265306122448
177 1474 0.009195402298850575
1474 649 0.10344827586206896
649 530 0.06666666666666667
530 1049 0.007698887938408896
232 950 0.0034883720930232558
950 42 0.0196078431372549
564 575 0.03
232 1213 0.002325581395348837
86 1865 0.003236245954692557
1865 1082 0.22
1082 514 0.09090909090909091
514 1577 0.014134275618374558
39 876 0.0011672584018287049
232 371 0.006395348837209302
371 1261 0.02912621359223301
177 610 0.004597701149425287
610 178 0.014285714285714285
178 576 0.01053639846743295
1580 84 0.13178294573643412
66 335 0.10612244897959183
335 125 0.022727272727272728
511 2235 0.005361930294906166
281 901 0.00436046511627907
901 51 0.039603960396039604
1559 37 0.22549019607843138
133 37 0.03496503496503497
39 1510 0.0008754438013715287
200 24 0.13043478260869565
1371 568 0.047619047619047616
132 303 0.012755102040816327
132 524 0.03571428571428571
524 460 0.002074688796680498
200 2236 0.06521739130434782
2236 210 0.5714285714285714
210 1645 0.010395010395010396
524 39 0.04979253112033195
39 1375 0.0001945430669714508
2035 503 0.047619047619047616
24 688 0.00011276499774470004
81 304 0.006589785831960461
49 1779 0.034482758620689655
1779 184 0.047619047619047616
184 894 0.02097902097902098
199 621 0.014492753623188406
4 232 0.0023023791250959325
232 2237 0.005232558139534884
201 39 0.16129032258064516
377 443 0.01764705882352941
328 2238 0.136986301369863
2238 330 0.22580645161290322
330 1552 0.13636363636363635
1552 2239 0.17073170731707318
133 39 0.06293706293706294
39 133 0.000486357667428627
72 1552 0.017699115044247787
449 415 0.0029585798816568047
1355 39 0.06666666666666667
605 2240 0.007936507936507936
2240 39 0.1875
39 1456 0.0003890861339429016
1456 212 0.07462686567164178
876 2241 0.034482758620689655
2241 39 0.25
39 2216 4.86357667428627e-05
2216 393 0.14285714285714285
39 369 0.0006809007344000778
369 39 0.07905138339920949
373 39 0.08173076923076923
530 6 0.00427715996578272
1261 39 0.03125
39 1354 0.0005349934341714897
1354 616 0.05263157894736842
616 39 0.09375
343 2242 0.08163265306122448
2072 40 0.07692307692307693
421 2243 0.013392857142857142
2243 1258 0.11764705882352941
2072 140 0.15384615384615385
2072 2244 0.07692307692307693
2244 86 0.18181818181818182
2072 287 0.07692307692307693
287 60 0.0297029702970297
44 2075 0.023346303501945526
2075 807 0.24
807 1287 0.01927710843373494
1287 751 0.08264462809917356
751 576 0.1619047619047619
576 395 0.003205128205128205
34 212 0.11764705882352941
1083 891 0.3
44 511 0.054474708171206226
511 1222 0.021447721179624665
1222 934 0.10759493670886076
753 891 0.06934306569343066
2117 135 0.046511627906976744
135 1445 0.08928571428571429
1445 753 0.02857142857142857
1222 72 0.012658227848101266
755 753 0.16216216216216217
44 1457 0.07392996108949416
1457 286 0.06722689075630252
286 234 0.06896551724137931
234 1488 0.009733124018838305
1488 512 0.030534351145038167
1457 252 0.03361344537815126
246 511 0.005376344086021506
1761 584 0.057692307692307696
584 24 0.014285714285714285
24 1131 0.002142534957149301
44 564 0.05058365758754864
44 807 0.04669260700389105
1377 2245 0.04395604395604396
39 1066 4.86357667428627e-05
39 367 0.0007295365011429405
44 1855 0.007782101167315175
1855 1735 0.07692307692307693
44 1509 0.01556420233463035
1509 163 0.015151515151515152
163 65 0.06451612903225806
44 519 0.07782101167315175
